system,sid,user,intent_NLU,intent_ASU,intent_DAC,entities,sys_intent,system_utt,info
RAND-RANK,34502433,i want a restaurant to dine in,-,-,SQ,"{'name': ""B.L.D'S""}",inform,"How about B.L.D'S? Italian, Cafe. You can type 'next option' or another query.","['Italian, Cafe']"
RAND-RANK,34502433,what's their address,-,request,IRq,"{'name': ""B.L.D'S"", 'addr': '210 Mill Road'}",answer,The address of B.L.D'S is 210 Mill Road.,-
RAND-RANK,34502433,<hangup>,hangup,-,-,-,answer,<hangup>,-
RAND-RANK,55912434,i want an ethnic restaurant,-,-,SQ,{'name': 'Las Iguanas'},inform,How about Las Iguanas? Whilst we waited for our boat to be available for punting we popped in and had a cocktail each. It was fabulous. Next time we'll plan to stay for a meal and have more time for cocktails! You can type 'next option' or another query.,"[""Whilst we waited for our boat to be available for punting we popped in and had a cocktail each. It was fabulous. Next time we'll plan to stay for a meal and have more time for cocktails!""]"
RAND-RANK,55912434,next option,next,-,O,{'name': 'Maharani'},inform,I would suggest Maharani. expensive.,['expensive']
RAND-RANK,55912434,how about thai,-,inform,SQ,"{'food': 'thai', 'name': 'The Barley Mow'}",inform,"The Barley Mow is a restaurant serving thai food. This pub is located in Histon which is about 4 or 5 miles from Cambridge. It is a regular, average, no thrills, fairly spacious pub that serves food. The menu on offer is essentially Thai though there are a number of 'European' dishes on offer for those that don't like... You can type 'next option' or another query.","[""This pub is located in Histon which is about 4 or 5 miles from Cambridge. It is a regular, average, no thrills, fairly spacious pub that serves food. The menu on offer is essentially Thai though there are a number of 'European' dishes on offer for those that don't like or want Thai/Asian food. The food is definitely better than average pub grub (hence my rating) but don't go expecting a culinary experience or for that matter an experience in terms of ambience. Quaint and cosy it is not.""]"
RAND-RANK,55912434,what is the address,-,request,IRq,"{'name': 'The Barley Mow', 'addr': '7 High Street Histon'}",answer,The address of The Barley Mow is 7 High Street Histon.,-
RAND-RANK,55912434,<hangup>,hangup,-,-,-,answer,<hangup>,-
RAND-RANK,24982437,i have some visitors coming in that would like to try an authentic british pub.  what do you recommend,-,inform,SQ,"{'food': 'british', 'name': 'The Red Bull'}",inform,The Red Bull is a restaurant serving british food. I'm a language teacher and my husband and I come here for a pint and pizza after the evening lessons. It's great to have a really good ale and a delicious pizza. You can type 'next option' or another query.,"[""I'm a language teacher and my husband and I come here for a pint and pizza after the evening lessons. It's great to have a really good ale and a delicious pizza. We always have a great experience. Lovely pub!!""]"
RAND-RANK,24982437,how expensive is it,-,request,IRq,"{'name': 'The Red Bull', 'pricerange': 'expensive'}",answer,The Red Bull is a restaurant in the expensive price range.,-
RAND-RANK,24982437,next option,next,-,O,"{'food': 'british', 'name': 'The Whitehorse Pub , Waterbeach'}",inform,"The Whitehorse Pub , Waterbeach is a restaurant serving british food. resonable price and mid range price.",['resonable price and mid range price']
RAND-RANK,24982437,where is it located,-,request,IRq,"{'name': 'The Whitehorse Pub , Waterbeach', 'addr': '12 Greenside Waterbeach,'}",answer,"The address of The Whitehorse Pub , Waterbeach is 12 Greenside Waterbeach,",-
RAND-RANK,24982437,what part of town is that,-,request,IRq,"{'name': 'The Whitehorse Pub , Waterbeach', 'area': 'centre'}",answer,"The Whitehorse Pub , Waterbeach is a restaurant in the centre area.",-
RAND-RANK,24982437,is there a british pub in the west of town,-,"('inform', 'inform')",SQ,"{'food': 'british', 'area': 'west', 'name': 'Travellers Rest'}",inform,Travellers Rest is a restaurant in the west area that serves british food. I've been to this restaurant a few times over the years and have never been disappointed. Tonight I visited with a party of 30 friends and family for a birthday celebration. You can type 'next option' or another query.,"[""I've been to this restaurant a few times over the years and have never been disappointed. Tonight I visited with a party of 30 friends and family for a birthday celebration. Ages of our group ranged from under 1 to 65. Given the large number of the group, I booked in advance and pre-ordered the food. As with any big group though, some people added starters or desserts on the night - the restaurant accommodated all the additions with a smile and the night ran smoothly. We were served by Zoe, who was an absolute pleasure and her service alone is the reason I would visit again and again. Brilliant level of service, good food and well presented venue throughout. Highly recommended to anyone.""]"
RAND-RANK,24982437,how expensive is travellers rest,-,request,IRq,"{'name': 'Travellers Rest', 'pricerange': 'cheap'}",answer,Travellers Rest is a restaurant in the cheap price range.,-
RAND-RANK,24982437,that sounds perfect.  i don't want to spend that much on my in-laws.  what is the address of travellers rest,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
RAND-RANK,24982437,what is the address,-,request,IRq,"{'name': 'Travellers Rest', 'addr': 'Huntingdon Road Girton'}",answer,The address of Travellers Rest is Huntingdon Road Girton.,-
RAND-RANK,24982437,thank you,thanking,-,O,{},acceptThanking,My pleasure.,-
RAND-RANK,24982437,goodbye,initialGoodbye,-,O,{},returnGoodbye,"Goodbye, and thank you for using the system.",-
RAND-RANK,24982437,<hangup>,hangup,-,-,-,returnGoodbye,<hangup>,-
RAND-RANK,37342440,i want an expensive italian restaurant in the center,-,"('inform', 'inform')",SQ,"{'food': 'italian', 'pricerange': 'expensive', 'area': 'centre', 'name': 'Franco Manca Cambridge'}",inform,Franco Manca Cambridge is an expensive restaurant in the centre area serving italian food. If you like pizza you should go here. You can type 'next option' or another query.,['If you like pizza you should go here.']
RAND-RANK,37342440,next optino,next,-,SQ,"{'name': ""Gattuso's Trattoria Pizzeria""}",inform,"I would suggest Gattuso's Trattoria Pizzeria. Great time, good pizza, very nice people.","['Great time, good pizza, very nice people.']"
RAND-RANK,37342440,next option,next,-,O,{'name': 'Limoncello Delicatessen & Bistro'},inform,"I would suggest Limoncello Delicatessen & Bistro. What a strange little shop...cramped, cheaply boarded walls, very few seats. But the food - such simple things beautifully done. We had a mixed platter of cold meats and cheeses with a few olives and salady things thrown in.","[""What a strange little shop...cramped, cheaply boarded walls, very few seats. But the food - such simple things beautifully done. We had a mixed platter of cold meats and cheeses with a few olives and salady things thrown in. But the taste! Just wonderful. And with it we had some delicious Gnocchi stuffed with pumpkin. To die for. To those contemplating a visit, don't think you are going to a high end joint, you certainly ain't. But I promise you will get authentic Italian peasant food served with a smile, and you can browse shelves of Italian goodies and deli preparations. Delicious Canoli. Basil Pesto that just sings. And the Italian music they play will bring a smile to your face.""]"
RAND-RANK,37342440,what is the address,-,request,IRq,"{'name': 'Limoncello Delicatessen & Bistro', 'addr': '212 Mill Road'}",answer,The address of Limoncello Delicatessen & Bistro is 212 Mill Road.,-
RAND-RANK,37342440,what is the address for gattuso's trattoria pizzeria,-,request,IRq,"{'name': ""Gattuso's Trattoria Pizzeria"", 'addr': '156 Hills Road'}",answer,The address of Gattuso's Trattoria Pizzeria is 156 Hills Road.,-
RAND-RANK,37342440,<hangup>,hangup,-,-,-,answer,<hangup>,-
RAND-RANK,22712442,mexican cuisine,-,inform,SQ,"{'food': 'mexican', 'name': 'Mr Taco Cambridge'}",inform,Mr Taco Cambridge is a restaurant that serves mexican food. resonable price and mid range price. You can type 'next option' or another query.,['resonable price and mid range price']
RAND-RANK,22712442,next option,next,-,O,{'name': 'Nanna Mexico'},inform,How about Nanna Mexico? First visit to Nannas - the food was fantastic and good quality. Burritos are a good size and fillings are fresh and yummy.,['First visit to Nannas - the food was fantastic and good quality. Burritos are a good size and fillings are fresh and yummy.']
RAND-RANK,22712442,something with fajitas,-,-,SQ,"{'food': 'mexican', 'name': 'Al Chile'}",inform,Al Chile is a restaurant that serves mexican food. resonable price and mid range price. You can type 'next option' or another query.,['resonable price and mid range price']
RAND-RANK,22712442,nanna mexico,-,inform,SQ,"{'food': 'mexican', 'name': 'Nanna Mexico'}",inform,Nanna Mexico is a restaurant that serves mexican food. Mexican. You can type 'next option' or another query.,['Mexican']
RAND-RANK,22712442,what's their address,-,request,IRq,"{'name': 'Nanna Mexico', 'addr': '32 Fitzroy Street'}",answer,The address of Nanna Mexico is 32 Fitzroy Street.,-
RAND-RANK,22712442,i want to go there,-,-,O,{},autoNegative,Brilliant!! How else can I help you?,-
RAND-RANK,22712442,<hangup>,hangup,-,-,-,autoNegative,<hangup>,-
RAND-RANK,54832446,i'm going out for a birthday part got any recs,-,-,SQ,{'name': 'Japas Sushi'},inform,How about Japas Sushi? Being a huge lover of sushi I regularly enjoy yo sushi bars. You can type 'next option' or another query.,['Being a huge lover of sushi I regularly enjoy yo sushi bars.']
RAND-RANK,54832446,i don't like sushi,-,-,SQ,{'name': 'The Park at Cambridge Regional College'},inform,I would suggest The Park at Cambridge Regional College. Had a fabulous meal service exceptional happy atmosphere will definitely come again. Good value for money. You can type 'next option' or another query.,['Had a fabulous meal service exceptional happy atmosphere will definitely come again. Good value for money']
RAND-RANK,54832446,what restaurant has the best french fries,-,inform,SQ,"{'food': 'french', 'name': 'Maison Clement Bakery'}",inform,Maison Clement Bakery is a restaurant serving french food. west. You can type 'next option' or another query.,['west']
RAND-RANK,54832446,what about fries,-,-,SQ,"{'food': 'french', 'name': 'Wee Quiche Company'}",inform,Wee Quiche Company is a restaurant that serves french food. resonable price and mid range price. You can type 'next option' or another query.,['resonable price and mid range price']
RAND-RANK,54832446,where can you get chili dogs,-,-,SQ,"{'food': 'french', 'name': 'Cafe Rouge Cambridge'}",inform,Cafe Rouge Cambridge is a restaurant that serves french food. We went to Cambridge last weekend and headed straight for Cafe Rouge as soon as we were off the Madingley Park and Ride bus! You can type 'next option' or another query.,['We went to Cambridge last weekend and headed straight for Cafe Rouge as soon as we were off the Madingley Park and Ride bus!']
RAND-RANK,54832446,next option,next,-,O,"{'food': 'french', 'name': 'Hotel du Vin & Bistro'}",inform,"Hotel du Vin & Bistro is a restaurant serving french food. Very nice stay at this hotel. Lovely food, welcoming and well presented staff. We stayed for evening meal and B&B. We did think it was a little over priced but nothing to complain about.","[""Very nice stay at this hotel. Lovely food, welcoming and well presented staff. We stayed for evening meal and B&B. We did think it was a little over priced but nothing to complain about. Cambridge was lovely although we wished we went at a different time as we couldn't walk round and enjoy it like we wanted to due to the amount of Korean tourists who were very excited about everything! You couldn't move without getting shoved about. Other than that we would go again.""]"
